user_id,movie_id,rating
30,95,4
30,12,2.5
30,24,3.5
31,55,2.5
31,64,3.5
31,69,2
31,51,2
31,62,4.5
31,57,3.5
31,97,5
31,14,5
31,40,3
31,27,4.5
31,91,4
31,19,5
31,2,5
31,59,4
31,25,1.5
31,13,5
31,26,2
31,53,1.5
31,84,4
31,22,3
32,4,2.5
32,15,2
32,10,4.5
32,100,2.5
32,16,3.5
32,95,2
32,49,5
32,75,2.5
32,30,3
32,34,1
32,13,1
32,32,4
32,66,2
32,53,4.5
32,20,1.5
32,90,4.5
32,72,3.5
32,31,2
32,55,2.5
32,68,4.5
33,77,4
33,44,3
33,42,4.5
33,13,3
33,34,2.5
33,81,4
33,49,2.5
33,37,1.5
33,73,2
33,33,4
33,59,5
33,90,4
33,28,2.5
33,85,3
33,92,3
33,56,4.5
33,84,3
33,79,5
33,31,4
33,64,3.5
34,2,4
34,10,3
34,70,3
34,14,1.5
34,73,3
34,58,1.5
34,80,3
34,11,2.5
34,93,3
34,9,3.5
34,95,3
34,65,4.5
34,66,2
34,33,1.5
34,68,5
34,7,3
34,100,4
34,97,3
34,59,2.5
34,56,3.5
35,64,1
35,27,2.5
35,65,1.5
35,87,3
35,21,4
35,26,2.5
35,83,3.5
35,84,2
35,80,3
35,53,3.5
35,99,3
35,66,3.5
35,23,1
35,4,5
35,89,1.5
35,60,2.5
35,96,1
35,14,2
35,42,2.5
35,92,5
36,58,2
36,45,3
36,54,4.5
36,94,4.5
36,61,2.5
36,46,3
36,59,3
36,51,2.5
36,71,4.5
36,30,4
36,68,1
36,32,3.5
36,75,1.5
36,74,1
36,98,2.5
36,95,1.5
36,20,3.5
36,85,4
36,56,4.5
36,31,3
37,75,4.5
37,81,4
37,98,1
37,70,1.5
37,32,2.5
37,59,3.5
37,3,2.5
37,60,5
37,34,3.5
37,20,4.5
37,56,3
37,77,4.5
37,21,1
37,7,4
37,14,1.5
37,19,4.5
37,41,2
37,23,4.5
37,24,3.5
37,78,3
38,56,4.5
38,17,5
38,85,3.5
38,32,4
38,89,3.5
38,31,2.5
38,69,3.5
38,27,4
38,67,2.5
38,20,1.5
38,50,4.5
38,75,4
38,99,3.5
38,52,1
38,63,3.5
38,96,4
38,23,1
38,87,4
38,39,1.5
38,13,2
39,53,4
39,97,4.5
39,58,3
39,81,2.5
39,73,3.5
39,64,3
39,35,2.5
39,49,4
39,50,2.5
39,84,4
39,91,4
39,44,1.5
39,85,1.5
39,47,4
39,28,2.5
39,36,3
39,5,3
39,51,1
39,61,2
39,79,3
40,29,4
40,47,4
40,78,4.5
40,95,4.5
40,84,2.5
40,71,2
40,38,4
40,62,2.5
40,64,1.5
40,67,2.5
40,93,1
40,44,3
40,83,2.5
40,34,3
40,16,4
40,3,2
40,81,4.5
40,5,3
40,7,2.5
40,77,4
41,7,3
41,35,2
41,42,4.5
41,18,2
41,77,2.5
41,40,4
41,27,1.5
41,88,3
41,98,3.5
41,52,2
41,95,3.5
41,93,1.5
41,66,4.5
41,45,3.5
41,74,3.5
41,16,3.5
41,53,3.5
41,92,1
41,25,1
41,99,2
42,72,2.5
42,42,4.5
42,30,2.5
42,41,1.5
42,63,3
42,73,1.5
42,65,5
42,51,4.5
42,76,4
42,87,3.5
42,92,4.5
42,45,2
42,26,2
42,38,1
42,64,3
42,39,1.5
42,68,2
42,25,4
42,91,4
42,90,4
43,82,1.5
43,48,1
43,45,2.5
43,49,3
43,73,3.5
43,86,3.5
43,77,1.5
43,76,1
43,2,4
43,87,1.5
43,65,3
43,3,3.5
43,95,2.5
43,31,1
43,15,2.5
43,9,2.5
43,30,2
43,11,1.5
43,29,1.5
43,78,2
44,57,1
44,49,2.5
44,13,3.5
44,39,3.5
44,44,2.5
44,59,1.5
44,99,1.5
44,6,1
44,11,3
44,75,2
44,93,1.5
44,5,1
44,33,3.5
44,18,2
44,25,4
44,66,3.5
44,41,4
44,12,3.5
44,87,3
44,2,3.5
45,86,5
45,28,4
45,97,5
45,76,3.5
45,74,4
45,44,2
45,31,3
45,5,4
45,24,2
45,12,4
45,54,3
45,93,4
45,35,4
45,8,4.5
45,87,2
45,33,3.5
45,77,2
45,94,4.5
45,68,3
45,72,2.5
46,94,4.5
46,54,1.5
46,34,4.5
46,60,1.5
46,35,2
46,15,4
46,53,5
46,9,3.5
46,83,2.5
46,77,4.5
46,19,2
46,29,1.5
46,25,2.5
46,28,2.5
46,10,3
46,88,3.5
46,17,3
46,76,2.5
46,58,5
46,87,1
47,33,1.5
47,16,1
47,1,3.5
47,49,2.5
47,11,4
47,99,4.5
47,86,4
47,83,3.5
47,76,2
47,51,1.5
47,90,4.5
47,96,1.5
47,43,4.5
47,41,4.5
47,10,1
47,17,3.5
47,42,2
47,70,1.5
47,55,2.5
47,80,3.5
48,90,5
48,22,2.5
48,91,3.5
48,80,4.5
48,71,2.5
48,86,2.5
48,54,3.5
48,70,4.5
48,45,3
48,48,3
48,11,1.5
48,92,5
48,61,4.5
48,38,4
48,28,4.5
48,95,4
48,57,3
48,56,3.5
48,33,3.5
48,65,4
49,30,2.5
49,63,4
49,39,2
49,46,3.5
49,18,5
49,25,4.5
49,31,2.5
49,100,2
49,67,3.5
49,59,5
49,1,3
49,78,5
49,2,4.5
49,23,3
49,61,3
49,49,4.5
49,28,4
49,48,2.5
49,87,4.5
49,50,4.5
50,58,4.5
50,88,5
50,19,4.5
50,43,3
50,36,4.5
50,93,4.5
50,38,2.5
50,57,3.5
50,15,3.5
50,35,1.5
50,33,1
50,45,3.5
50,73,3
50,59,4.5
50,81,4.5
50,44,3
50,31,3.5
50,3,3
50,39,2.5
50,83,2
51,30,3
51,11,1.5
51,39,4
51,54,2
51,67,3
51,100,2.5
51,42,2.5
51,55,3
51,43,4.5
51,23,4.5
51,21,5
51,85,2.5
51,73,4
51,95,3.5
51,18,2
51,94,3.5
51,24,4.5
51,48,4
51,31,3.5
51,46,1.5
52,91,1.5
52,54,3.5
52,1,4.5
52,67,5
52,30,4.5
52,88,3.5
52,72,3.5
52,56,1
52,36,1
52,76,4.5
52,21,2
52,5,2.5
52,79,4
52,11,4
52,85,2.5
52,80,1
52,70,5
52,3,1.5
52,96,3.5
52,18,4
53,26,4.5
53,80,4
53,21,1
53,24,4.5
53,67,1.5
53,51,2
53,53,2
53,78,2.5
53,63,4.5
53,58,2.5
53,14,2.5
53,13,2
53,50,3.5
53,61,3.5
53,64,2.5
53,34,4.5
53,97,2.5
53,72,1.5
53,6,4
53,90,4
54,89,2
54,59,2.5
54,57,1.5
54,9,4
54,18,4
54,85,2.5
54,12,2.5
54,23,4.5
54,60,1.5
54,87,4.5
54,10,4
54,56,5
54,28,4.5
54,32,2.5
54,88,5
54,27,4.5
54,79,4.5
54,74,3.5
54,13,4.5
54,31,1
55,84,2
55,72,4
55,46,2
55,74,4
55,47,3
55,39,4
55,6,4.5
55,22,3
55,67,2.5
55,92,1
55,36,1.5
55,88,4.5
55,77,3
55,53,4
55,16,3
55,64,5
55,48,1.5
55,90,2
55,11,3
55,33,4
56,66,2
56,96,4
56,36,4.5
56,61,3
56,42,3
56,72,1
56,85,3.5
56,21,1.5
56,17,2
56,91,4.5
56,79,3.5
56,41,3.5
56,90,4
56,75,4
56,94,2
56,10,3.5
56,49,3.5
56,71,3
56,83,2.5
56,87,1
57,70,4.5
57,97,4
57,96,2.5
57,36,3.5
57,75,4.5
57,20,5
57,31,2.5
57,64,3
57,12,4
57,56,2.5
57,49,2.5
57,88,4
57,67,4
57,78,4
57,50,3.5
57,77,1
57,24,2
57,35,2.5
57,26,4.5
57,2,1.5
58,5,1.5
58,10,4
58,79,2
58,39,4.5
58,50,3
58,73,2.5
58,13,3
58,54,3
58,91,3
58,6,1.5
58,47,4
58,24,2.5
58,30,2.5
58,82,3
58,58,2
58,16,3.5
58,75,4.5
58,3,4.5
58,35,1
58,69,5
59,96,4.5
59,4,4
59,33,3.5
59,75,2.5
59,44,4.5
59,57,4
59,25,3.5
59,74,3.5
59,20,2
59,37,1
59,22,4.5
59,93,3
59,63,3.5
59,79,2.5
59,7,2
59,8,1.5
59,91,2.5
59,95,3.5
59,53,4
59,69,5
60,16,4.5
60,34,3.5
60,66,3.5
60,52,4.5
60,20,4
60,47,4
60,91,4
60,43,2.5
60,41,1.5
60,35,2
60,17,1
60,100,2.5
60,80,4
60,74,1
60,7,4
60,72,2
60,40,2.5
60,29,2
60,86,2.5
60,96,5
61,70,5
61,78,3
61,72,1.5
61,4,4
61,27,3
61,65,3.5
61,32,4.5
61,21,2
61,10,2
61,53,3.5
61,69,3.5
61,93,2.5
61,19,4
61,82,4
61,24,4
61,57,2
61,54,4.5
61,77,2
61,91,2.5
61,90,3
62,6,4
62,79,1.5
62,82,1.5
62,1,1.5
62,70,4.5
62,30,4
62,12,2
62,13,3.5
62,36,1
62,53,2
62,59,1.5
62,76,1
62,46,2.5
62,3,4
62,40,1.5
62,98,1
62,67,4.5
62,47,3.5
62,45,3
62,9,1.5
63,63,1.5
63,25,4
63,73,4.5
63,75,2.5
63,21,2
63,82,1.5
63,56,2
63,45,3
63,19,1.5
63,31,4.5
63,54,2
63,59,2.5
63,98,2
63,84,3
63,95,3
63,89,4.5
63,16,3.5
63,90,4
63,4,1.5
63,62,3.5
64,2,4
64,34,2
64,58,3
64,52,3.5
64,22,3.5
64,49,2
64,14,1.5
64,85,3.5
64,68,3
64,88,3.5
64,13,1.5
64,4,2
64,57,3
64,6,5
64,5,1.5
64,12,3
64,36,3
64,71,2.5
64,67,4.5
64,81,3.5
65,55,4.5
65,26,3
65,30,4.5
65,85,4.5
65,75,2.5
65,65,3.5
65,89,1.5
65,68,4.5
65,37,2
65,39,4
65,46,5
65,38,2
65,70,4
65,62,4.5
65,13,2
65,10,3
65,100,3
65,18,4
65,59,2.5
65,80,4
66,50,1.5
66,99,1
66,12,3.5
66,6,4.5
66,73,2
66,48,1.5
66,33,5
66,87,2.5
66,93,4.5
66,58,4.5
66,44,2
66,26,4.5
66,91,4.5
66,64,3
66,56,4
66,97,1
66,95,5
66,42,3
66,86,3.5
66,82,1.5
67,89,2
67,60,2.5
67,61,2.5
67,55,2.5
67,80,3.5
67,31,3.5
67,62,3
67,24,4.5
67,44,1.5
67,12,2
67,36,3.5
67,23,1.5
67,73,4.5
67,19,3
67,87,1
67,58,4.5
67,86,2.5
67,84,5
67,17,2
67,38,3
68,18,1.5
68,29,3.5
68,50,2.5
68,8,1.5
68,47,1.5
68,39,5
68,58,2.5
68,63,1.5
68,84,5
68,28,2
68,27,3.5
68,94,4
68,81,3
68,2,4.5
68,31,3
68,19,1
68,45,4
68,21,2
68,17,1.5
68,88,1.5
69,55,4
69,14,4.5
69,46,2.5
69,31,3.5
69,7,3
69,30,2.5
69,27,3
69,38,2
69,26,1.5
69,33,2.5
69,91,4.5
69,81,3
69,85,2
69,28,4.5
69,78,2
69,59,1
69,86,4
69,89,2
69,80,4
69,1,2.5
70,24,3.5
70,78,4
70,66,1
70,42,4.5
70,76,2
70,40,3
70,94,2
70,87,2.5
70,82,2
70,16,1
70,12,2
70,20,5
70,45,4
70,68,2
70,93,3.5
70,46,2.5
70,51,1.5
70,63,2
70,15,5
70,26,1.5
71,85,4.5
71,21,3.5
71,2,4.5
71,66,3.5
71,41,4
71,34,1
71,81,3
71,57,2.5
71,29,3
71,15,1.5
71,6,1.5
71,51,2
71,31,3
71,75,4.5
71,11,1
71,33,2
71,16,3.5
71,78,4.5
71,19,3.5
71,39,3.5
72,73,1
72,3,3
72,63,1.5
72,54,4
72,81,2
72,88,2.5
72,18,4
72,82,3
72,1,2
72,78,2.5
72,68,2.5
72,51,4.5
72,9,1.5
72,41,4.5
72,71,3
72,49,5
72,87,1.5
72,60,2.5
72,20,1.5
72,65,2
73,60,3.5
73,48,4
73,40,2.5
73,34,1.5
73,47,1.5
73,38,3.5
73,54,3.5
73,37,4
73,96,4
73,9,3
73,58,4
73,81,4.5
73,84,3
73,6,1
73,29,2
73,11,4.5
73,13,4
73,75,1.5
73,59,4.5
73,74,3.5
74,74,5
74,34,3
74,18,1.5
74,69,3.5
74,66,2
74,100,4.5
74,43,3
74,52,3
74,24,4.5
74,9,4.5
74,13,3
74,62,3
74,96,1.5
74,83,1.5
74,58,2
74,88,3
74,46,3.5
74,49,4
74,40,4
74,38,1.5
75,70,4.5
75,91,2
75,40,2
75,33,2
75,7,4
75,67,4.5
75,5,4
75,69,3
75,94,4.5
75,96,4.5
75,87,3
75,1,1
75,68,3.5
75,53,3.5
75,22,2
75,84,5
75,13,3
75,89,4.5
75,34,3.5
75,10,3
76,74,2.5
76,43,2
76,16,4.5
76,81,3
76,40,4
76,38,2.5
76,72,2.5
76,80,1
76,3,3.5
76,9,4
76,10,1.5
76,92,2
76,23,1
76,25,3
76,56,2.5
76,51,5
76,100,4
76,87,3
76,55,3
76,94,3
77,33,4.5
77,32,3
77,82,2
77,99,2.5
77,78,2.5
77,77,2
77,47,1.5
77,41,4
77,9,2
77,72,1.5
77,62,2.5
77,30,2.5
77,16,3
77,6,2
77,68,2
77,35,3
77,93,4.5
77,48,4
77,17,2
77,100,1.5
78,10,3
78,97,4
78,22,3
78,94,1
78,47,2.5
78,54,4.5
78,7,3
78,14,3
78,55,2.5
78,59,3
78,58,4.5
78,78,5
78,30,4
78,34,3
78,23,2
78,42,1
78,4,1
78,70,1.5
78,39,3.5
78,11,3
79,99,5
79,11,2.5
79,92,4.5
79,44,3.5
79,17,4.5
79,32,3.5
79,50,2.5
79,28,4.5
79,1,5
79,79,4.5
79,57,1.5
79,86,1.5
79,81,4.5
79,95,1.5
79,66,4.5
79,60,3.5
79,30,3
79,18,2
79,46,4
79,25,3
80,45,3.5
80,74,3
80,94,3
80,9,2.5
80,96,4
80,56,3
80,17,4
80,31,3.5
80,79,5
80,23,3
80,53,3
80,39,4.5
80,85,2
80,42,4
80,50,1.5
80,6,3
80,62,4.5
80,77,3
80,73,4.5
80,87,4
81,21,4
81,38,4
81,40,3.5
81,35,5
81,73,3
81,83,3
81,88,1.5
81,1,3
81,99,2.5
81,79,3.5
81,74,1.5
81,63,4.5
81,62,5
81,61,5
81,67,2.5
81,93,3.5
81,60,4
81,44,4.5
81,57,2
81,23,4.5
82,2,2
82,3,1.5
82,7,2
82,31,1.5
82,95,3
82,75,3
82,56,4
82,5,4
82,10,3.5
82,26,1.5
82,15,2.5
82,90,5
82,43,2.5
82,84,3.5
82,14,4.5
82,82,3.5
82,6,3.5
82,55,3
82,11,4.5
82,37,3
83,96,4.5
83,58,4
83,19,2.5
83,81,2
83,85,4
83,62,2.5
83,26,4
83,93,2.5
83,89,2
83,57,3.5
83,28,1
83,59,1
83,10,3
83,35,4.5
83,27,1
83,73,4.5
83,84,4
83,5,5
83,53,1.5
83,94,2
84,88,2
84,17,1.5
84,40,1.5
84,74,4
84,89,2.5
84,85,5
84,14,4.5
84,7,2
84,2,2
84,15,4
84,41,2
84,19,4
84,81,3.5
84,25,5
84,82,4
84,5,4
84,36,4
84,28,3
84,50,3.5
84,11,3.5
85,23,1.5
85,50,5
85,85,1.5
85,18,4.5
85,75,1.5
85,96,3.5
85,46,1
85,76,1
85,28,4.5
85,65,1.5
85,32,4
85,2,4.5
85,21,1
85,54,3
85,99,3.5
85,44,2.5
85,60,3.5
85,19,1.5
85,7,2
85,73,1.5
86,7,1.5
86,77,4
86,33,1
86,95,5
86,36,3
86,55,5
86,72,5
86,51,4
86,34,4
86,94,2.5
86,54,1
86,41,2.5
86,84,4
86,8,4
86,3,3.5
86,25,2
86,88,2.5
86,1,4.5
86,13,2.5
86,9,3.5
87,22,1.5
87,81,4
87,76,3.5
87,10,1.5
87,18,2.5
87,3,1
87,48,4.5
87,62,1.5
87,65,3.5
87,88,3.5
87,56,2
87,67,1
87,7,2
87,60,4
87,94,5
87,69,4
87,50,3.5
87,26,5
87,63,5
87,51,4
88,59,3.5
88,41,2.5
88,98,2
88,14,1
88,66,1
88,9,1.5
88,83,2
88,88,4.5
88,54,4
88,55,1.5
88,99,2.5
88,64,3.5
88,60,1
88,16,2.5
88,40,1
88,82,1.5
88,28,4.5
88,76,3.5
88,70,4
88,32,3.5
89,58,1
89,55,3.5
89,21,2.5
89,56,1
89,27,2
89,97,4.5
89,34,3
89,37,4
89,96,3.5
89,31,1.5
89,24,3
89,6,3.5
89,20,2.5
89,12,1.5
89,92,3
89,50,1
89,1,3.5
89,53,1.5
89,23,3.5
89,7,1
90,74,4
90,10,4.5
90,81,4
90,68,4
90,34,4
90,44,3
90,54,3
90,18,1.5
90,46,1
90,66,2.5
90,85,3.5
90,7,4.5
90,78,2
90,50,3.5
90,65,1.5
90,6,2
90,48,4.5
90,93,1.5
90,79,5
90,22,1.5
91,62,2
91,96,4.5
91,48,1
91,65,2.5
91,33,3.5
91,74,4
91,92,2.5
91,71,2
91,99,4
91,37,2
91,81,4
91,86,1
91,84,4.5
91,72,2
91,29,1.5
91,28,1.5
91,34,1
91,83,2
91,64,2.5
91,69,1.5
92,46,4.5
92,92,5
92,99,2
92,41,4.5
92,32,2
92,52,2.5
92,43,4.5
92,96,2
92,40,1.5
92,73,2.5
92,55,2.5
92,86,2
92,51,2.5
92,94,3.5
92,6,3
92,47,5
92,28,3
92,75,1
92,48,3
92,38,3
93,27,2.5
93,12,1.5
93,82,2
93,76,4
93,66,1.5
93,11,5
93,41,3.5
93,71,3.5
93,7,2.5
93,6,2.5
93,75,4.5
93,88,1.5
93,53,2
93,4,4
93,14,3.5
93,32,2
93,98,2
93,25,1
93,16,2
93,80,3
94,46,5
94,42,5
94,36,4.5
94,54,5
94,77,4.5
94,94,4.5
94,61,3.5
94,37,2.5
94,88,2
94,16,4
94,45,5
94,11,1.5
94,15,1.5
94,85,4
94,78,4.5
94,48,2.5
94,58,2
94,31,1.5
94,95,4.5
94,64,5
95,52,3
95,20,5
95,69,3
95,3,4
95,91,2
95,46,3.5
95,100,2.5
95,74,4.5
95,62,1.5
95,70,1.5
95,37,2.5
95,19,2.5
95,86,3
95,61,3.5
95,31,1
95,18,3
95,47,1
95,54,1.5
95,66,2.5
95,94,3.5
96,18,3.5
96,85,4.5
96,95,4
96,54,3.5
96,31,5
96,43,1
96,57,4.5
96,44,4
96,11,3
96,5,2.5
96,6,1.5
96,93,5
96,92,4
96,77,2.5
96,58,4.5
96,65,1.5
96,29,3.5
96,25,3.5
96,59,3
96,73,4
97,39,3.5
97,74,1.5
97,90,3.5
97,62,3.5
97,93,1.5
97,19,3.5
97,94,4
97,2,2.5
97,31,4
97,95,3
97,53,4.5
97,100,1.5
97,89,5
97,11,3.5
97,87,4
97,75,4.5
97,24,4
97,70,4
97,67,1.5
97,17,2
98,45,1.5
98,1,2
98,60,1
98,25,3
98,96,3.5
98,21,3.5
98,39,2.5
98,36,3
98,47,5
98,70,1
98,40,1
98,54,4.5
98,66,2
98,49,4.5
98,80,4
98,42,2.5
98,59,3.5
98,2,2
98,13,2.5
98,53,3.5
99,70,1
99,50,1.5
99,12,5
99,44,1.5
99,49,2
99,43,1.5
99,89,5
99,45,1.5
99,94,1
99,52,1.5
99,14,4
99,76,2
99,29,3
99,59,2
99,67,2
99,13,5
99,3,1.5
99,21,4.5
99,82,2.5
99,62,2
100,53,2.5
100,72,4.5
100,71,3.5
100,87,5
100,67,1.5
100,8,3
100,99,3.5
100,94,2
100,97,3
100,22,3
100,98,1.5
100,6,2.5
100,9,5
